anonymized_location_id,anonymized_brand_id (brands contain multiple locations),location_address,location_city,location_state,location_zip_code,Day of location_creation,location_latitude,location_longitude,stars_avg,service_type,check_avg,venue_type,location_name,Cuisine Types
1503,2183.0,701 S Main St.,Georgetown,TX,78626,2023-11-14,30.6373317,-97.6768231,4.1,unknown,mid,casual_fine_dining,Juliet Kitchen - Georgetown,"Family Friendly, Fine Dining, Italian, LGBTQ+ Friendly, Outdoor Seating, Pasta, Pizza, Small Bites"
1504,491.0,777 S. Alameda St,Los Angeles,CA,90021,2023-11-14,34.0337349,-118.24099,4.6,full_service,mid,casual_dining,Saucy Chick Goat Mafia - Smorgasburg,"Fusion, Healthy, Indian, Locally Owned, Mexican, Tacos"
1505,2687.0,2020 Salzedo Street,Coral Gables,FL,33134,2023-11-15,25.7538291,-80.2611859,4.6,full_service,mid,casual_fine_dining,Bachour - Coral Gables,"American Fare, Bakery, Bib Gourmand, Father's Day, Pastries, Puerto Rican, Salads, Sandwiches"
1506,2687.0,200 Bird Rd ,Coral Gables,FL,33146,2023-11-15,25.7346763,-80.2587832,4.6,full_service,mid,casual_fine_dining,Bachour - The Collection,"American Fare, Bakery, Bib Gourmand, Father's Day, Pastries, Puerto Rican, Salads, Sandwiches"
1507,2687.0,5000 University Dr. ,Coral Gables,FL,33146,2023-11-15,25.7242656,-80.27412,4.8,full_service,mid,casual_fine_dining,Bachour - Doctor's Hospital,"American Fare, Bakery, Bib Gourmand, Father's Day, Pastries, Puerto Rican, Salads, Sandwiches"
1508,493.0,180 NE 40th Street,Miami,FL,33137,2023-11-15,25.8133771,-80.1917499,4.6,full_service,mid,casual_fine_dining,Tablé,"Bakery, French, Late Night, Locally Owned, Pastries, Salads, Sandwiches, Seafood, Small Bites"
1509,117.0,"9828 Great Hills Trail, Suite 300",Austin,TX,78759,2023-11-15,30.3950277,-97.7483859,4.5,fast_casual,low,casual_dining,Honest Mary’s - Arboretum,"Bowls, Healthy, Locally Owned, Salads"
1510,117.0,4701 183A Ste. B300,Cedar Park,TX,78613,2023-11-15,30.529272,-97.8181739,4.7,fast_casual,low,casual_dining,Honest Mary's - Cedar Park,"Bowls, Healthy, Locally Owned, Salads"
1511,117.0,4800 Burnet Rd C300,Austin,TX,78756,2023-11-15,30.3185714,-97.7397687,4.6,fast_casual,low,casual_dining,Honest Mary's - Rosedale,"Bowls, Healthy, Locally Owned, Salads"
1512,2307.0,1527 N. Wells St.,Chicago,IL,60610,2023-11-20,41.9099125,-87.634486,4.7,full_service,mid,casual_dining,The Vig Old Town,"Beer, Brunch, Cocktails, GastroPub, Sports"
1513,494.0,2427 N. Milwaukee Ave.,Chicago,IL,60647,2023-11-20,41.9255813,-87.7010573,4.7,full_service,high,casual_dining,The Whale,"American Fare, Beer, Brunch, Cocktails, Seafood, Wine"
1514,855.0,"140 NE 39th St, Ste 241",Miami,FL,33137,2023-11-20,25.812268,-80.1917933,4.5,quick_service_restaurant,mid,grocery_or_market,Plants & Bowls,"Bar, Burgers, Casual, Cocktail Bar, Cocktails, Date Night, Family Friendly, Fast Casual, Food Hall, Fusion, Group Dining, Highly Rated, Israeli, Mexican, Miami Spice , Quick Bites, Small Bites, Standout Wine List, Steakhouse, Takeout"
1515,856.0,2912 Main Street,Santa Monica,CA,90405,2023-11-20,33.9990966,-118.4810802,4.3,fast_casual,low,casual_dining,Heavy Handed - Santa Monica,
1516,1220.0,1837 M St,Washington,DC,20026,2023-11-21,38.905921,-77.0431399,4.5,full_service,high,casual_fine_dining,Boqueria - Dupont,"Brunch, Spanish, Tapas"
1517,1220.0,25 Thomson Place,Boston,MA,02210,2023-11-21,42.3512416,-71.0473171,4.6,full_service,high,casual_fine_dining,Boqueria - Boston,"Brunch, Spanish, Tapas"
1518,1220.0,5005 Broadway,Nashville,TN,37203,2023-11-21,36.1610367,-86.7791034,4.5,full_service,high,casual_fine_dining,Boqueria - Nashville,"Brunch, Spanish, Tapas"
1519,1220.0,777 9th St NW,Washington,DC,20001,2023-11-21,38.8994156,-77.0237551,4.5,full_service,high,casual_fine_dining,Boqueria - Penn Quarter,"Brunch, Spanish, Tapas"
1520,1220.0,171 Spring Street,New York City,NY,10012,2023-11-21,40.7248676,-74.0021707,4.5,full_service,high,casual_fine_dining,Boqueria - Soho,"Brunch, Spanish, Tapas"
1521,1220.0,1460 Second Ave,New York City,NY,10075,2023-11-21,40.771535,-73.956049,4.5,full_service,high,casual_fine_dining,Boqueria - UES,"Brunch, Spanish, Tapas"
1522,1220.0,46 South Main St,West Hartford,CT,06107,2023-11-21,41.7600189,-72.7416261,4.5,full_service,high,casual_fine_dining,Boqueria - Connecticut,"Brunch, Spanish, Tapas"
1523,1220.0,260 West 40th St,New York City,NY,10018,2023-11-21,40.7554625,-73.9900798,4.3,full_service,high,casual_fine_dining,Boqueria - West 40th Street,"Brunch, Spanish, Tapas"
1524,1220.0,807 W. Fulton Market,Chicago,IL,60607,2023-11-21,41.88664,-87.6479027,4.5,full_service,high,casual_fine_dining,Boqueria - Chicago,"Brunch, Spanish, Tapas"
1525,1220.0,53 West 19th St,New York City,NY,10011,2023-11-21,40.740279,-73.9937306,4.5,full_service,high,casual_fine_dining,Boqueria - Flatiron,"Brunch, Spanish, Tapas"
1526,857.0,2000 E. 7th St.,Los Angeles,CA,90021,2023-11-22,34.0343111,-118.2321558,4.5,full_service,mid,casual_dining,Guerrilla Tacos,"Bib Gourmand, Cocktails, Locally Owned, Mexican, Tacos, Vegetarian Friendly, Woman-Operated"
1527,495.0,704 Mateo St.,Los Angeles,CA,90021,2023-11-22,34.034246,-118.2321983,4.6,quick_service_restaurant,low,cafe,Guerrilla Cafecito,"Cafe, Casual, Coffee, Quick Bites, Woman-Operated"
1528,2688.0,3660 Beverly Blvd.,Los Angeles,CA,90004,2023-11-22,34.0761565,-118.2881198,4.3,quick_service_restaurant,low,fast_food,Gogo's Tacos,"Casual, Family Friendly, Tacos, Takeout, Woman-Operated"
1529,1579.0,626 10th Avenue,New York,NY,10036,2023-11-28,40.7611439,-73.9941353,4.6,full_service,high,fine_dining,Senza Gluten by Jemiko,"Gluten-Free, Italian, Pasta, Pastries"
1530,2690.0,545 Misson St.,San Francisco,CA,94105,2023-11-29,37.7887962,-122.3984555,4.2,full_service,very_high,fine_dining,Yokai,"Cocktails, Japanese"
1531,2308.0,344 3rd Ave,New York,NY,10010,2023-11-30,40.7404705,-73.9822956,4.6,full_service,mid,bar,Sucker Punch,"American Fare, Bar, Burgers, Casual, Cocktails, Fries, Late Night"
1532,1539.0,"750 9th Street NW, Suite 101",Washington,DC,20036,2023-12-01,38.8995195,-77.0243431,4.6,full_service,very_low,casual_dining,Maman - Penn Quarter,"American Fare, Bakery, Breakfast, Brunch, Business Dining, Cafe, Casual, Coffee, Coffee Shop, Date Night, Family Friendly, French, Group Dining, Healthy, Highly Rated, Locally Owned, Outdoor Seating, Pastries, Quick Bites, Salads, Sandwiches, Small Bites, Soups, Takeout, Tea House, Vegan Friendly, Woman-Operated"
1533,119.0,13718 Ventura Blvd,Sherman Oaks,CA,91423,2023-12-01,34.1479382,-118.4318951,4.8,full_service,high,casual_dining,The Joint Seafood,"Bakery, Caviar, Pescatarian, Seafood"
1534,1221.0,9355 Culver Blvd,Culver City,CA,90232,2023-12-01,34.0250839,-118.3941056,3.9,full_service,mid,fast_casual,Uoichiba Handroll Bar,"Fast Casual, Oysters, Pescatarian, Seafood, Sushi"
1535,1221.0,13722 Ventura Blvd,Sherman Oaks,CA,91423,2023-12-01,34.1479267,-118.4319407,,full_service,mid,fast_casual,Uoichiba Handroll - Sherman Oaks,"Fast Casual, Oysters, Pescatarian, Seafood, Sushi"
1536,1222.0,3111 Glendale Blvd. #2,Los Angeles,CA,90039,2023-12-05,34.1165044,-118.2630091,4.7,full_service,high,bar,Nico's,"Charcuterie, Small Bites, Standout Wine List, Wine, Wine Bar"
1537,860.0,114 W Main St.,Patchogue,NY,11772,2023-12-05,40.7655942,-73.0177171,4.5,full_service,mid,casual_dining,Tap Room - Patchogue,"American Fare, Bar, Beer, Brunch, Burgers, Cocktails, Comfort Food, Fries, GastroPub"
1538,860.0,1010 Park Blvd.,Massapequa Park,NY,11762,2023-12-05,40.6785022,-73.4561307,4.4,full_service,mid,casual_dining,Tap Room - Massapequa Park,"American Fare, Bar, Beer, Brunch, Burgers, Cocktails, Comfort Food, Fries, GastroPub"
1539,860.0,206 Main St.,Farmingdale,NY,11735,2023-12-05,40.7341233,-73.4463116,4.4,full_service,mid,casual_dining,Tap Room - Farmingdale,"American Fare, Bar, Beer, Brunch, Burgers, Cocktails, Comfort Food, Fries, GastroPub"
1540,860.0,44-46 East Main St.,Bay Shore,NY,11706,2023-12-05,40.722138,-73.2466581,4.6,full_service,mid,casual_dining,Tap Room - Bay Shore,"American Fare, Bar, Beer, Brunch, Burgers, Cocktails, Comfort Food, Fries, GastroPub"
1541,860.0,47-51 N Village Ave.,Rockville Centre,NY,11570,2023-12-05,40.6581573,-73.6475436,4.1,full_service,mid,casual_dining,Tap Room - Rockville Centre,"American Fare, Bar, Beer, Brunch, Burgers, Cocktails, Comfort Food, Fries, GastroPub"
1542,1580.0,675 N Franklin St.,Chicago,IL,60654,2023-12-06,41.8944251,-87.6354612,4.6,full_service,high,casual_fine_dining,The Franklin Room,"Cocktail Bar, Fine Dining, New American, Pasta, Seafood, Vegetarian Friendly, Whiskey Selection"
1543,1223.0,850 Commerce St.,Miami Beach,FL,33139,2023-12-07,25.768877,-80.1362943,4.5,full_service,high,casual_dining,Planta - South Beach,"Cocktails, Family Friendly, Plant-Based, Salads"
1544,2312.0,3015 Grand Ave Suite 201,Miami Beach,FL,33133,2023-12-07,25.7283361,-80.2423686,4.5,fast_casual,mid,casual_dining,Planta Queen - Coconut Grove,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1545,1223.0,700 S Rosemary Ave Suite 142,West Palm Beach,FL,33401,2023-12-07,26.708489,-80.0563592,4.3,full_service,high,casual_dining,Planta - West Palm Beach,"Cocktails, Family Friendly, Plant-Based, Salads"
1546,2312.0,15 W 27th St,New York,NY,10001,2023-12-07,40.7444668,-73.9882868,4.5,fast_casual,mid,casual_dining,Planta Queen - Nomad,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1547,1223.0,4910 Elm St,Bethesda,MD,20814,2023-12-07,38.981924,-77.0971403,4.3,full_service,high,casual_dining,Planta - Bethesda,"Cocktails, Family Friendly, Plant-Based, Salads"
1548,2312.0,1201 E Las Olas Blvd,Ft. Lauderdale,FL,33301,2023-12-07,26.1195308,-80.1310384,4.5,fast_casual,mid,casual_dining,Planta Queen - Fort Lauderdale,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1549,2312.0,413 N Clark St,Chicago,IL,60654,2023-12-07,41.8896976,-87.6307491,4.5,fast_casual,mid,casual_dining,Planta Queen - Chicago,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1550,1223.0,316 Wythe Ave,Brooklyn,NY,11249,2023-12-07,40.7154573,-73.9648289,4.5,full_service,high,casual_dining,Planta - Williamsburg,"Cocktails, Family Friendly, Plant-Based, Salads"
1551,2312.0,1200 New Hampshire Ave NW,Washington,DC,20036,2023-12-07,38.9057493,-77.047723,4.3,fast_casual,mid,casual_dining,Planta Queen - DC,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1552,1230.0,4625 Admiralty Way Suite 104,Marina del Ray,CA,90292,2023-12-07,33.9815013,-118.4418078,4.4,quick_service_restaurant,mid,casual_dining,Planta Cocina - Marina del Ray,"Cocktails, Earth Day, Mexican, Plant-Based"
1553,1223.0,"99 Krog St NE, Suite Y",Atlanta,GA,30307,2023-12-07,33.7564394,-84.3641343,4.0,full_service,high,casual_dining,Planta - Krog,"Cocktails, Family Friendly, Plant-Based, Salads"
1554,1223.0,11770 San Vincente Blvd,Los Angeles,CA,90049,2023-12-07,34.0528364,-118.4679333,4.2,full_service,high,casual_dining,Planta - Brentwood,"Cocktails, Family Friendly, Plant-Based, Salads"
1555,2312.0,3013 Bolling Way,Atlanta,GA,30305,2023-12-07,33.8374507,-84.3803418,4.1,fast_casual,mid,casual_dining,Planta Queen - Buckhead,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1556,1230.0,202 Prince St,New York,NY,10012,2023-12-07,40.7267201,-74.0030241,,quick_service_restaurant,mid,casual_dining,Planta Cocina - Soho,"Cocktails, Earth Day, Mexican, Plant-Based"
1557,1230.0,1460 P St NW,Washington,DC,20005,2023-12-07,38.9094651,-77.0341599,4.5,quick_service_restaurant,mid,casual_dining,Planta Cocina - P Street DC,"Cocktails, Earth Day, Mexican, Plant-Based"
1558,2312.0,8462 Melrose Ave,West Hollywood,CA,90069,2023-12-07,34.0824171,-118.375057,,fast_casual,mid,casual_dining,Planta Queen - Weho,"Asian Fusion, Cocktails, Earth Day, Plant-Based"
1559,1223.0,2649 Walnut St Suite 800,Denver,CO,80205,2023-12-07,39.7602401,-104.9854579,5.0,full_service,high,casual_dining,Planta - Denver,"Cocktails, Family Friendly, Plant-Based, Salads"
1560,120.0,376 5th Avenue,San Diego,CA,92101,2023-12-08,32.7092161,-117.1603619,4.3,full_service,very_high,casual_fine_dining,Huntress,"Bar, Caviar, Cocktail Bar, Cocktails, Steakhouse"
1561,1581.0,366 5th Avenue,San Diego,CA,92101,2023-12-08,32.7092248,-117.1602703,4.3,full_service,high,casual_fine_dining,Lumi,"Bar, Japanese, Rooftop, Sushi"
1562,861.0,535 5th Avenue,San Diego,CA,92101,2023-12-08,32.7109884,-117.1598845,4.4,full_service,high,casual_fine_dining,Rustic Root,"Bar, Brunch, Comfort Food, New American"
1563,1582.0,121 East 27th Street,New York,NY,10016,2023-12-08,40.7424522,-73.9834918,4.6,full_service,high,bar,J. Bespoke,"Bar, Cocktail Bar, Cocktails, Locally Owned, Lounge, Sports"
1564,1224.0,150 East 54th Street,New York,NY,10022,2023-12-08,40.758484,-73.9695659,4.6,full_service,high,bar,The Boardroom,"Bar, Beer, Business Dining, Cocktail Bar, Cocktails, Date Night, Food Hall, Highly Rated, Late Night, Locally Owned, Lounge, Small Bites, Speakeasy, Whiskey Selection, Wine"
1565,1225.0,171 Sullivan St,New York,NY,10012,2023-12-11,40.7279611,-74.0008394,4.5,full_service,low,cafe,Senza Gluten by Jemiko 100% Gluten-Free Café & Bakery,"Bakery, Cafe, Gluten-Free"
1566,2286.0,6411 Biscayne Blvd,Miami,FL,33138,2023-12-12,25.8353547,-80.1839434,4.9,full_service,high,casual_dining,Ceviches by Divino - MiMo,"Cocktails, Peruvian, Seafood, Tapas"
1567,496.0,"8500 W Sunset Blvd, Ste B",West Hollywood,CA,90069,2023-12-15,34.0940383,-118.3765567,4.6,full_service,high,casual_fine_dining,Tesse,"Cocktail Bar, Highly Rated, LA Restaurant Week, Mediterranean, Standout Wine List"
1568,2693.0,7747 Tuckerman Lane,Potomac,MD,20854,2023-12-18,39.0406269,-77.1553693,3.6,full_service,mid,casual_dining,The Grove,"Beer, Cocktails, DC Restaurant Week , Mediterranean, Oysters, Seafood, Standout Wine List"
1569,2304.0,5406 Wisconsin Ave.,Chevy Chase,MD,20815,2023-12-18,38.9613803,-77.0863263,4.0,full_service,mid,casual_dining,Urbano Heights,"Casual, Cocktails, Seafood, Soups, Tacos, TexMex"
1570,1608.0,"5406 Wisconsin Ave., Suite A",Chevy Chase,MD,20815,2023-12-18,38.9613803,-77.0863263,3.6,full_service,mid,bar,The Heights - Turncoat,"American Fare, Cocktail Bar, Speakeasy"
1571,862.0,"1312 S Wabash Ave, A",Chicago,IL,60605,2023-12-19,41.8653048,-87.6261576,4.3,full_service,high,bar,Signature,"American Fare, Bar, Burgers, Father's Day, Fries, Salads, Sandwiches, Seafood, Sports Bar"
1572,52.0,95 NW 1st St,Miami,FL,33128,2023-12-19,25.7751919,-80.194967,4.6,quick_service_restaurant,low,casual_dining,Jrk! - Downtown,"Bar, Black-Operated, Comfort Food, Family Friendly, Jamaican, Organic, Quick Bites, Small Bites"
1573,498.0,1061 N Swarthmore Ave,Pacific Palisades,CA,90272,2023-12-19,34.0482939,-118.5249418,4.3,fast_casual,mid,fast_casual,Jemma Pizzeria - Take Out ONLY,"Locally Owned, Pizza, Salads, Sandwiches, Takeout"
1574,1226.0,330 1st St,San Francisco,CA,94105,2023-12-20,37.7868153,-122.394218,4.2,full_service,high,casual_fine_dining,Local Kitchen,"American Fare, Casual, Cocktails"
1575,2694.0,303 2nd St,San Francisco,CA,94107,2023-12-20,37.7856757,-122.3958433,4.0,full_service,mid,casual_dining,Social 303,"Barbecue, Cocktails, Comfort Food, Group Dining"
1576,1944.0,860 Folsom St,San Francisco,CA,94105,2023-12-20,37.7818296,-122.403618,4.6,full_service,high,casual_dining,Buena Vida Cantina,"Cocktails, Family Friendly, Mexican"
1577,1227.0,5995 Katella Avenue,Cypress,CA,90630,2023-12-21,33.8036224,-118.0290466,4.1,full_service,high,casual_dining,El Torito Mexican Restaurant - Cypress,"Bar, Beer, Brunch, Casual, Cocktails, Comfort Food, Date Night, Family Friendly, Father's Day, Group Dining, Late Night, Latin American, Margaritas, Mexican, Outdoor Seating, Pet Friendly, Seafood, Tacos, Takeout, Wine"
1578,2310.0,722 N. Pacific Ave.,Glendale,CA,91203,2023-12-21,34.157112,-118.2638542,4.2,full_service,mid,casual_dining,Acapulco Restaurant Y Cantina - Glendale,"Agave Bar, Brunch, Cocktails, Mexican, Oysters, Seafood, Tacos, Wine"
1579,2310.0,1262 S. E. Bristol St.,Costa Mesa,CA,92707,2023-12-21,33.6631525,-117.8772418,4.3,full_service,mid,casual_dining,Acapulco Restaurant Y Cantina - Costa Mesa,"Agave Bar, Brunch, Cocktails, Mexican, Oysters, Seafood, Tacos, Wine"
1580,2310.0,9021 E. Firestone Blvd.,Downey,CA,90241,2023-12-21,33.9355294,-118.1229766,4.3,full_service,mid,casual_dining,Acapulco Restaurant Y Cantina - Downey,"Agave Bar, Brunch, Cocktails, Mexican, Oysters, Seafood, Tacos, Wine"
1581,2310.0,6270 E. Pacific Coast Hwy.,Long Beach,CA,90803,2023-12-21,33.7620142,-118.1158203,4.2,full_service,mid,casual_dining,Acapulco Restaurant Y Cantina - Marina Pacifica,"Agave Bar, Brunch, Cocktails, Mexican, Oysters, Seafood, Tacos, Wine"
1582,1583.0,1369 Garden Highway,Sacramento,CA,95833,2023-12-21,38.6038892,-121.5166151,4.1,full_service,mid,casual_dining,Chevys Fresh Mex - Riverfront,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1583,1583.0,1730 Travis,Fairfield,CA,94533,2023-12-21,38.2588366,-122.0591125,4.1,full_service,mid,casual_dining,Chevys Fresh Mex - Fairfield,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1584,1583.0,1919 Douglas Blvd,Roseville,CA,95678,2023-12-21,38.7446992,-121.2561538,4.3,full_service,mid,casual_dining,Chevys Fresh Mex - Roseville,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1585,1583.0,24 4th Street,Santa Rosa,CA,95401,2023-12-21,38.4370665,-122.7207404,4.4,full_service,mid,casual_dining,Chevys Fresh Mex - Santa Rosa,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1586,1227.0,2593 March Lane,Stockton,CA,95207,2023-12-21,37.9854891,-121.3395541,4.1,full_service,high,casual_dining,El Torito Mexican Restaurant - Stockton,"Bar, Beer, Brunch, Casual, Cocktails, Comfort Food, Date Night, Family Friendly, Father's Day, Group Dining, Late Night, Latin American, Margaritas, Mexican, Outdoor Seating, Pet Friendly, Seafood, Tacos, Takeout, Wine"
1587,1583.0,141 Hickey Blvd,S. San Francisco,CA,94080,2023-12-21,37.6657684,-122.453049,4.5,full_service,mid,casual_dining,Chevys Fresh Mex - South San Francisco,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1588,1584.0,431 N Wells St.,Chicago,IL,60654,2023-12-21,41.8901318,-87.6337417,4.2,full_service,mid,casual_dining,Solita Tacos & Margaritas - Chicago,"Agave Bar, Bar, Beer, Brunch, Casual, Cocktail Bar, Cocktails, Date Night, Family Friendly, Group Dining, Highly Rated, Late Night, Margaritas, Mexican, Seafood, Standout Wine List, Street Food, Tacos, Takeout, Wood Fire Kitchen"
1589,1583.0,157 Plaza Drive,Vallejo,CA,94591,2023-12-21,38.1348488,-122.218322,4.2,full_service,mid,casual_dining,Chevys Fresh Mex - Vallejo,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1590,1583.0,1305 Central Park Drive,O'Fallon,IL,62269,2023-12-21,38.5883415,-89.9441101,4.2,full_service,mid,casual_dining,Chevys Fresh Mex - O'Fallon,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1591,1584.0,"222 South Orange Ave, Suite 100",Orlando,FL,32801,2023-12-21,28.539593,-81.3794224,4.6,full_service,mid,casual_dining,Solita Tacos & Margaritas - Orlando,"Agave Bar, Bar, Beer, Brunch, Casual, Cocktail Bar, Cocktails, Date Night, Family Friendly, Group Dining, Highly Rated, Late Night, Margaritas, Mexican, Seafood, Standout Wine List, Street Food, Tacos, Takeout, Wood Fire Kitchen"
1592,1583.0,9119 Olive Blvd,Olivette,MO,63132,2023-12-21,38.6744347,-90.3650483,4.2,full_service,mid,casual_dining,Chevys Fresh Mex - Olivette,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1593,1583.0,1201 S. Hayes Street. #1,Arlington,VA,22202,2023-12-21,38.8614911,-77.0585366,4.3,full_service,mid,casual_dining,Chevys Fresh Mex - Arlington,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1594,1583.0,7511 Greenbelt Road,Greenbelt,MD,20770,2023-12-21,38.9937159,-76.8788071,3.9,full_service,mid,casual_dining,Chevys Fresh Mex - Greenbelt,"Beer, Brunch, Cocktails, Mexican, Seafood, Tacos, Wine"
1595,1227.0,8855 Tampa Avenue,Northridge,CA,91324,2023-12-21,34.2313195,-118.5540465,4.1,full_service,high,casual_dining,El Torito Mexican Restaurant - Northridge,"Bar, Beer, Brunch, Casual, Cocktails, Comfort Food, Date Night, Family Friendly, Father's Day, Group Dining, Late Night, Latin American, Margaritas, Mexican, Outdoor Seating, Pet Friendly, Seafood, Tacos, Takeout, Wine"
1596,1584.0,111 W. Ocean Boulevard Ste 111,Long Beach,CA,90802,2023-12-21,33.7675809,-118.1932287,4.2,full_service,mid,casual_dining,Solita Tacos & Margaritas - Long Beach,"Agave Bar, Bar, Beer, Brunch, Casual, Cocktail Bar, Cocktails, Date Night, Family Friendly, Group Dining, Highly Rated, Late Night, Margaritas, Mexican, Seafood, Standout Wine List, Street Food, Tacos, Takeout, Wood Fire Kitchen"
